1.2000e+01,9.9988e-01,1.1000e+01,2.7571e+05,Inf
1.1000e+01,1.2000e+01,1.0001e+00,2.7571e+05,Inf
1.0000e+01,2.0013e+00,7.9987e+00,2.7571e+05,Inf
9.0000e+00,2.9935e+00,6.0065e+00,2.7571e+05,Inf
8.0000e+00,4.0202e+00,3.9798e+00,2.7571e+05,Inf
7.0000e+00,4.9611e+00,2.0389e+00,2.7571e+05,Inf
6.0000e+00,6.0562e+00,5.6224e-02,2.7571e+05,7.3787e+19
5.0000e+00,6.9438e+00,1.9438e+00,2.7571e+05,-9.2234e+18
4.0000e+00,8.0389e+00,4.0389e+00,2.7571e+05,9.2234e+18
3.0000e+00,8.9798e+00,5.9798e+00,2.7571e+05,-1.4412e+17
2.0000e+00,1.0007e+01,8.0065e+00,2.7571e+05,-1.5372e+17
1.0000e+00,1.0999e+01,9.9987e+00,2.7571e+05,3.8592e+16
